"CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
1182,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,697,548,NA,138,1,10,8,1844,9,32,1,37,5,2477,21,51,27,404,NA,0.016,0.079,0.063,11.028,8.671,NA,2.184,0.016,0.158,0.127,29.177,0.142,0.506,0.016,0.585,0.079,39.193,0.332,0.807,0.427,6.392,NA
1183,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,11,NA,12,41,142,2,32,NA,4,6,308,NA,43,6,9,1,674,8,4,4,81,2,0.791,NA,0.863,2.95,10.216,0.144,2.302,NA,0.288,0.432,22.158,NA,3.094,0.432,0.647,0.072,48.489,0.576,0.288,0.288,5.827,0.144
1184,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16,NA,1,31,264,NA,92,1,3,5,439,NA,12,2,15,4,1827,16,16,7,280,1,0.528,NA,0.033,1.022,8.707,NA,3.034,0.033,0.099,0.165,14.479,NA,0.396,0.066,0.495,0.132,60.257,0.528,0.528,0.231,9.235,0.033
1185,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,6,3,150,1114,NA,14,1,33,11,26,1,117,1,48,2,1806,3,24,6,1300,NA,0.171,0.128,0.064,3.209,23.834,NA,0.3,0.021,0.706,0.235,0.556,0.021,2.503,0.021,1.027,0.043,38.639,0.064,0.513,0.128,27.813,NA
1186,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,97,NA,17,264,NA,2,NA,NA,3,80,16,45,2,3,NA,1126,32,3,NA,257,NA,0.051,4.979,NA,0.873,13.552,NA,0.103,NA,NA,0.154,4.107,0.821,2.31,0.103,0.154,NA,57.803,1.643,0.154,NA,13.193,NA
1187,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,NA,1,86,NA,80,NA,2,NA,NA,NA,25,NA,1,NA,2,NA,926,2,7,NA,137,NA,NA,0.079,6.777,NA,6.304,NA,0.158,NA,NA,NA,1.97,NA,0.079,NA,0.158,NA,72.971,0.158,0.552,NA,10.796,NA
1188,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,NA,7,NA,7,677,NA,8,2,9,1,55,NA,13,NA,4,NA,918,22,8,3,184,NA,NA,0.365,NA,0.365,35.297,NA,0.417,0.104,0.469,0.052,2.868,NA,0.678,NA,0.209,NA,47.862,1.147,0.417,0.156,9.593,NA
1189,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,12,5,20,741,2006,NA,37,7,7,9,100,NA,40,NA,11,2,3743,1,22,14,393,NA,0.167,0.07,0.279,10.335,27.978,NA,0.516,0.098,0.098,0.126,1.395,NA,0.558,NA,0.153,0.028,52.204,0.014,0.307,0.195,5.481,NA
1190,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,NA,1,13,8,NA,12,NA,7,2,2616,NA,6,NA,3,58,1383,247,3,NA,21,NA,0.023,NA,0.023,0.297,0.183,NA,0.274,NA,0.16,0.046,59.712,NA,0.137,NA,0.068,1.324,31.568,5.638,0.068,NA,0.479,NA
1191,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,22,12,41,119,687,1,42,2,17,22,771,NA,224,26,29,17,2480,9,21,2,1199,1,0.383,0.209,0.714,2.072,11.96,0.017,0.731,0.035,0.296,0.383,13.423,NA,3.9,0.453,0.505,0.296,43.175,0.157,0.366,0.035,20.874,0.017
1192,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,2,NA,3,237,38,NA,NA,2,NA,10,NA,16,2,2,1,746,2,3,10,82,NA,NA,0.173,NA,0.26,20.502,3.287,NA,NA,0.173,NA,0.865,NA,1.384,0.173,0.173,0.087,64.533,0.173,0.26,0.865,7.093,NA
1193,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,NA,163,1,11,56,NA,1,17,NA,NA,10,NA,16,2,2,2,787,2,3,NA,510,NA,NA,10.297,0.063,0.695,3.538,NA,0.063,1.074,NA,NA,0.632,NA,1.011,0.126,0.126,0.126,49.716,0.126,0.19,NA,32.217,NA
1194,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,12,11,5,30,471,NA,39,1,3,12,48,7,168,1,13,NA,1257,48,8,3,58,NA,0.547,0.501,0.228,1.367,21.458,NA,1.777,0.046,0.137,0.547,2.187,0.319,7.654,0.046,0.592,NA,57.267,2.187,0.364,0.137,2.642,NA
1195,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,1,59,163,657,NA,25,NA,16,21,392,NA,73,9,12,13,2897,212,75,5,398,NA,0.06,0.02,1.173,3.24,13.059,NA,0.497,NA,0.318,0.417,7.792,NA,1.451,0.179,0.239,0.258,57.583,4.214,1.491,0.099,7.911,NA
1196,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,158,409,1,1,90,18,NA,17,NA,16,6,5,1,758,2,19,4,240,NA,NA,NA,0.057,9.049,23.425,0.057,0.057,5.155,1.031,NA,0.974,NA,0.916,0.344,0.286,0.057,43.414,0.115,1.088,0.229,13.746,NA
1197,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,2,NA,13,54,36,NA,11,2,10,1,45,NA,NA,4,46,NA,834,5,5,2,98,NA,0.171,NA,1.113,4.623,3.082,NA,0.942,0.171,0.856,0.086,3.853,NA,NA,0.342,3.938,NA,71.404,0.428,0.428,0.171,8.39,NA
1198,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,18,1,15,316,NA,27,1,14,4,291,2,118,1,16,11,1188,13,5,18,290,NA,NA,0.766,0.043,0.639,13.453,NA,1.149,0.043,0.596,0.17,12.388,0.085,5.023,0.043,0.681,0.468,50.575,0.553,0.213,0.766,12.346,NA
1199,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,9,8,NA,392,193,3,45,2,91,56,1052,NA,34,3,44,56,2869,18,66,25,811,19,0.155,0.138,NA,6.763,3.33,0.052,0.776,0.035,1.57,0.966,18.15,NA,0.587,0.052,0.759,0.966,49.5,0.311,1.139,0.431,13.992,0.328
1200,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,12,326,407,NA,12,1,11,4,364,NA,8,1,5,7,1838,1,20,2,190,NA,0.062,0.031,0.374,10.149,12.671,NA,0.374,0.031,0.342,0.125,11.333,NA,0.249,0.031,0.156,0.218,57.223,0.031,0.623,0.062,5.915,NA
1201,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,2,198,159,NA,42,NA,12,33,791,NA,46,2,4,10,2149,25,98,6,499,1,0.024,0.439,0.049,4.834,3.882,NA,1.025,NA,0.293,0.806,19.312,NA,1.123,0.049,0.098,0.244,52.466,0.61,2.393,0.146,12.183,0.024
1202,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,20,31,58,69,NA,NA,NA,NA,1,43,NA,7,NA,5,NA,545,7,4,NA,174,NA,NA,2.075,3.216,6.017,7.158,NA,NA,NA,NA,0.104,4.461,NA,0.726,NA,0.519,NA,56.535,0.726,0.415,NA,18.05,NA
1203,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,NA,198,170,4,33,NA,2,1,4,7,40,4,239,NA,1,1,1354,40,5,NA,212,NA,NA,8.553,7.343,0.173,1.425,NA,0.086,0.043,0.173,0.302,1.728,0.173,10.324,NA,0.043,0.043,58.488,1.728,0.216,NA,9.158,NA
1204,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,3,NA,NA,14,918,NA,9,1,2,1,169,NA,4,2,2,NA,459,NA,1,4,48,NA,0.183,NA,NA,0.855,56.078,NA,0.55,0.061,0.122,0.061,10.324,NA,0.244,0.122,0.122,NA,28.039,NA,0.061,0.244,2.932,NA
1205,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,6,24,487,9,54,1,5,18,3374,NA,103,17,10,46,2955,8,17,8,225,NA,0.014,0.014,0.081,0.326,6.609,0.122,0.733,0.014,0.068,0.244,45.786,NA,1.398,0.231,0.136,0.624,40.1,0.109,0.231,0.109,3.053,NA
1206,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,218,89,43,879,NA,21,NA,34,13,693,2,93,16,94,3,1844,5,86,NA,350,NA,0.045,4.861,1.984,0.959,19.599,NA,0.468,NA,0.758,0.29,15.452,0.045,2.074,0.357,2.096,0.067,41.115,0.111,1.918,NA,7.804,NA
1207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,44,20,20,210,3438,2,555,46,16,28,1819,4,225,10,20,33,5549,22,21,10,1580,NA,0.322,0.146,0.146,1.536,25.146,0.015,4.059,0.336,0.117,0.205,13.305,0.029,1.646,0.073,0.146,0.241,40.587,0.161,0.154,0.073,11.556,NA
1208,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,NA,2,33,NA,384,1,NA,NA,2,16,97,NA,83,NA,353,NA,1818,6,14,5,339,1,NA,0.063,1.046,NA,12.175,0.032,NA,NA,0.063,0.507,3.075,NA,2.632,NA,11.192,NA,57.641,0.19,0.444,0.159,10.748,0.032
1209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,69,4,1,1,953,4,24,4,5,29,1133,1,48,21,3,5,2865,3,7,5,1661,NA,1.008,0.058,0.015,0.015,13.921,0.058,0.351,0.058,0.073,0.424,16.55,0.015,0.701,0.307,0.044,0.073,41.849,0.044,0.102,0.073,24.262,NA
1210,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,4,2,7,96,134,NA,30,4,349,155,1810,NA,6,NA,83,61,623,79,NA,429,248,NA,0.097,0.049,0.17,2.33,3.252,NA,0.728,0.097,8.471,3.762,43.932,NA,0.146,NA,2.015,1.481,15.121,1.917,NA,10.413,6.019,NA
1211,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,86,2,19,730,NA,7,NA,6,3,317,4,255,14,15,NA,1388,2,11,7,110,1,0.034,2.888,0.067,0.638,24.513,NA,0.235,NA,0.201,0.101,10.645,0.134,8.563,0.47,0.504,NA,46.608,0.067,0.369,0.235,3.694,0.034
1212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,88,6,2,43,919,2,13,1,22,19,302,5,66,18,8,5,3046,7,7,2,1414,NA,1.468,0.1,0.033,0.717,15.329,0.033,0.217,0.017,0.367,0.317,5.038,0.083,1.101,0.3,0.133,0.083,50.809,0.117,0.117,0.033,23.586,NA
1213,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,5,71,466,NA,80,NA,36,14,88,NA,44,1,10,3,1317,29,21,3,268,1,0.041,0.203,0.203,2.883,18.92,NA,3.248,NA,1.462,0.568,3.573,NA,1.786,0.041,0.406,0.122,53.471,1.177,0.853,0.122,10.881,0.041
1214,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,77,14,424,751,14,207,1,37,43,447,4,49,16,7,39,1401,27,10,4,326,NA,NA,1.975,0.359,10.877,19.266,0.359,5.31,0.026,0.949,1.103,11.467,0.103,1.257,0.41,0.18,1.001,35.942,0.693,0.257,0.103,8.363,NA
1215,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,4,21,8,466,3,41,12,1,NA,36,NA,44,4,28,NA,1502,1,2,2,1067,NA,0.031,0.123,0.648,0.247,14.369,0.093,1.264,0.37,0.031,NA,1.11,NA,1.357,0.123,0.863,NA,46.315,0.031,0.062,0.062,32.902,NA
1216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,40,44,120,776,1,94,7,9,39,515,2,88,35,59,8,3440,36,51,43,922,2,0.079,0.631,0.694,1.894,12.247,0.016,1.484,0.11,0.142,0.616,8.128,0.032,1.389,0.552,0.931,0.126,54.293,0.568,0.805,0.679,14.552,0.032
1217,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,15,37,115,624,3,59,1,4,49,1019,NA,163,18,36,6,1351,25,25,11,311,NA,0.052,0.387,0.955,2.969,16.107,0.077,1.523,0.026,0.103,1.265,26.304,NA,4.208,0.465,0.929,0.155,34.874,0.645,0.645,0.284,8.028,NA
1218,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,173,32,230,3,265,NA,4,8,62,4,282,3,11,2,1203,8,16,2,400,NA,0.111,0.037,6.379,1.18,8.481,0.111,9.771,NA,0.147,0.295,2.286,0.147,10.398,0.111,0.406,0.074,44.358,0.295,0.59,0.074,14.749,NA
1219,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,15,32,5,75,385,1,38,5,28,12,119,NA,284,3,11,2,1506,27,12,5,638,NA,0.468,0.999,0.156,2.342,12.02,0.031,1.186,0.156,0.874,0.375,3.715,NA,8.867,0.094,0.343,0.062,47.018,0.843,0.375,0.156,19.919,NA
1220,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,NA,2,100,29,NA,NA,NA,NA,1,66,NA,16,21,NA,3,1130,6,16,2,307,NA,0.059,NA,0.118,5.882,1.706,NA,NA,NA,NA,0.059,3.882,NA,0.941,1.235,NA,0.176,66.471,0.353,0.941,0.118,18.059,NA
1221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,9,2,76,920,1,21,2,25,18,373,5,60,9,10,26,2837,4,27,24,507,NA,0.121,0.181,0.04,1.532,18.541,0.02,0.423,0.04,0.504,0.363,7.517,0.101,1.209,0.181,0.202,0.524,57.175,0.081,0.544,0.484,10.218,NA
1222,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,NA,3,75,1908,NA,28,3,6,1,14,1,21,2,27,NA,5884,36,28,3,5269,4,0.068,NA,0.023,0.563,14.322,NA,0.21,0.023,0.045,0.008,0.105,0.008,0.158,0.015,0.203,NA,44.168,0.27,0.21,0.023,39.551,0.03
1223,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,6,1,93,140,NA,3,NA,3,16,193,NA,20,NA,28,4,590,3,62,6,141,NA,0.153,0.458,0.076,7.094,10.679,NA,0.229,NA,0.229,1.22,14.722,NA,1.526,NA,2.136,0.305,45.004,0.229,4.729,0.458,10.755,NA
1224,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,46,2,105,317,NA,152,4,15,19,435,1,45,3,7,4,1162,14,4,16,396,1,0.182,1.671,0.073,3.814,11.515,NA,5.521,0.145,0.545,0.69,15.801,0.036,1.635,0.109,0.254,0.145,42.208,0.509,0.145,0.581,14.384,0.036
1225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,9,6,80,801,1,67,2,91,12,714,3,44,10,5,8,2779,69,7,29,580,NA,0.094,0.169,0.113,1.503,15.051,0.019,1.259,0.038,1.71,0.225,13.416,0.056,0.827,0.188,0.094,0.15,52.217,1.297,0.132,0.545,10.898,NA
1226,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,69,8,595,NA,NA,NA,21,19,600,6,100,1,336,6,2855,8,20,23,233,NA,NA,0.02,1.408,0.163,12.14,NA,NA,NA,0.428,0.388,12.242,0.122,2.04,0.02,6.856,0.122,58.253,0.163,0.408,0.469,4.754,NA
1227,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,4,NA,NA,8,358,1,11,NA,NA,3,1026,NA,2,1,1,208,1933,NA,46,NA,101,NA,0.108,NA,NA,0.216,9.668,0.027,0.297,NA,NA,0.081,27.707,NA,0.054,0.027,0.027,5.617,52.201,NA,1.242,NA,2.728,NA
1228,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,12,NA,2,11,102,1,55,1,10,10,291,NA,227,8,8,1,1873,9,20,2,290,NA,0.409,NA,0.068,0.375,3.478,0.034,1.875,0.034,0.341,0.341,9.922,NA,7.74,0.273,0.273,0.034,63.86,0.307,0.682,0.068,9.887,NA
1229,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,835,NA,24,378,1,7,1,12,3,103,10,53,11,2,8,1365,2,17,3,216,NA,NA,27.368,NA,0.787,12.389,0.033,0.229,0.033,0.393,0.098,3.376,0.328,1.737,0.361,0.066,0.262,44.739,0.066,0.557,0.098,7.08,NA
1230,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5,NA,73,71,577,NA,14,10,4,5,96,NA,13,50,48,12,1695,3,24,2,389,NA,0.162,NA,2.362,2.297,18.667,NA,0.453,0.324,0.129,0.162,3.106,NA,0.421,1.618,1.553,0.388,54.837,0.097,0.776,0.065,12.585,NA
1231,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,35,20,38,230,2,83,NA,38,47,2446,2,86,9,9,49,3460,112,10,7,531,NA,0.207,0.484,0.277,0.526,3.182,0.028,1.148,NA,0.526,0.65,33.836,0.028,1.19,0.124,0.124,0.678,47.863,1.549,0.138,0.097,7.345,NA
1232,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,12,363,418,NA,188,3,12,9,460,1,31,1,14,25,2483,21,73,7,590,NA,0.042,0.042,0.255,7.699,8.865,NA,3.987,0.064,0.255,0.191,9.756,0.021,0.657,0.021,0.297,0.53,52.662,0.445,1.548,0.148,12.513,NA
1233,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,2,5,29,62,NA,120,4,10,41,553,NA,110,4,15,14,1481,27,8,61,152,NA,0.111,0.074,0.185,1.074,2.295,NA,4.443,0.148,0.37,1.518,20.474,NA,4.073,0.148,0.555,0.518,54.832,1,0.296,2.258,5.628,NA
1234,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,222,243,20,835,NA,114,NA,9,384,1200,NA,326,2,156,6,1347,3,3,104,224,NA,0.038,4.269,4.673,0.385,16.058,NA,2.192,NA,0.173,7.385,23.077,NA,6.269,0.038,3,0.115,25.904,0.058,0.058,2,4.308,NA
1235,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,NA,186,546,1,67,1,2,14,378,7,204,6,4,11,3087,6,56,6,396,NA,0.02,0.1,NA,3.732,10.955,0.02,1.344,0.02,0.04,0.281,7.584,0.14,4.093,0.12,0.08,0.221,61.938,0.12,1.124,0.12,7.945,NA
1236,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,11,3,114,13,262,NA,8,NA,18,7,478,NA,27,1,61,16,1036,5,10,1,170,NA,0.491,0.134,5.087,0.58,11.691,NA,0.357,NA,0.803,0.312,21.33,NA,1.205,0.045,2.722,0.714,46.229,0.223,0.446,0.045,7.586,NA
1237,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,NA,230,348,2,42,1,11,11,231,1,7,3,2,21,726,32,94,9,107,1,1.052,0.105,NA,12.099,18.306,0.105,2.209,0.053,0.579,0.579,12.151,0.053,0.368,0.158,0.105,1.105,38.19,1.683,4.945,0.473,5.629,0.053
1238,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,78,5,20,73,1,NA,1,6,2,77,NA,158,1,12,4,680,2,46,3,376,NA,NA,5.049,0.324,1.294,4.725,0.065,NA,0.065,0.388,0.129,4.984,NA,10.227,0.065,0.777,0.259,44.013,0.129,2.977,0.194,24.337,NA
1239,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,NA,12,347,1,3,NA,3,13,801,NA,24,3,1,17,1267,10,13,2,318,NA,NA,0.035,NA,0.423,12.236,0.035,0.106,NA,0.106,0.458,28.244,NA,0.846,0.106,0.035,0.599,44.676,0.353,0.458,0.071,11.213,NA
1240,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,20,NA,3,8,96,NA,20,NA,33,12,610,NA,17,4,11,4,795,12,9,31,258,NA,1.029,NA,0.154,0.412,4.941,NA,1.029,NA,1.698,0.618,31.395,NA,0.875,0.206,0.566,0.206,40.916,0.618,0.463,1.595,13.278,NA
1241,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10,205,2,32,805,1,136,NA,5,5,141,NA,103,4,9,2,1469,21,16,3,228,NA,0.313,6.412,0.063,1.001,25.18,0.031,4.254,NA,0.156,0.156,4.41,NA,3.222,0.125,0.282,0.063,45.949,0.657,0.5,0.094,7.132,NA
1242,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,15,79,900,NA,10,4,5,38,890,1,142,1,24,27,1517,6,14,11,275,2,0.277,0.025,0.378,1.988,22.653,NA,0.252,0.101,0.126,0.956,22.401,0.025,3.574,0.025,0.604,0.68,38.183,0.151,0.352,0.277,6.922,0.05
1243,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,344,110,25,48,12,12,4,1,27,251,NA,60,11,284,6,1141,12,14,3,101,2,0.041,13.933,4.455,1.013,1.944,0.486,0.486,0.162,0.041,1.094,10.166,NA,2.43,0.446,11.503,0.243,46.213,0.486,0.567,0.122,4.091,0.081
1244,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,38,1,NA,124,NA,1,NA,3,6,94,1,67,NA,2,NA,535,6,5,4,122,NA,0.099,3.762,0.099,NA,12.277,NA,0.099,NA,0.297,0.594,9.307,0.099,6.634,NA,0.198,NA,52.97,0.594,0.495,0.396,12.079,NA
1245,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,13,1,2,28,728,NA,21,6,5,13,1005,NA,38,6,14,2,2159,14,NA,4,963,2,0.259,0.02,0.04,0.557,14.49,NA,0.418,0.119,0.1,0.259,20.004,NA,0.756,0.119,0.279,0.04,42.974,0.279,NA,0.08,19.168,0.04
1246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,1550,1,262,1517,3,36,2,40,28,519,61,156,60,11,45,4449,21,120,5,1086,NA,0.19,15.514,0.01,2.622,15.184,0.03,0.36,0.02,0.4,0.28,5.195,0.611,1.561,0.601,0.11,0.45,44.53,0.21,1.201,0.05,10.87,NA
1247,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,7,1,59,74,NA,8,3,2,7,237,1,93,11,3,1,984,6,7,1,414,NA,NA,0.365,0.052,3.075,3.856,NA,0.417,0.156,0.104,0.365,12.35,0.052,4.846,0.573,0.156,0.052,51.277,0.313,0.365,0.052,21.574,NA
1248,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,9,69,506,1621,6,44,NA,52,39,1758,5,90,74,24,2,3508,35,32,1,522,NA,0.024,0.107,0.822,6.025,19.3,0.071,0.524,NA,0.619,0.464,20.931,0.06,1.072,0.881,0.286,0.024,41.767,0.417,0.381,0.012,6.215,NA
1249,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,43,1,20,337,NA,80,16,3,22,160,3,79,9,7,3,955,7,29,9,262,NA,0.195,2.099,0.049,0.976,16.447,NA,3.904,0.781,0.146,1.074,7.809,0.146,3.856,0.439,0.342,0.146,46.608,0.342,1.415,0.439,12.787,NA
1250,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,45,25,288,NA,112,NA,13,35,1968,NA,41,8,55,72,1892,266,10,28,460,1,0.019,0.038,0.846,0.47,5.411,NA,2.104,NA,0.244,0.658,36.979,NA,0.77,0.15,1.033,1.353,35.551,4.998,0.188,0.526,8.643,0.019
1251,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,NA,60,1,14,15,NA,6,NA,NA,1,12,NA,1,NA,29,1,524,1,3,NA,58,NA,NA,8.264,0.138,1.928,2.066,NA,0.826,NA,NA,0.138,1.653,NA,0.138,NA,3.994,0.138,72.176,0.138,0.413,NA,7.989,NA
1252,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,1,377,13,NA,3,NA,1,NA,91,NA,3,2,3,29,248,8,20,8,24,NA,NA,0.12,0.12,45.312,1.562,NA,0.361,NA,0.12,NA,10.938,NA,0.361,0.24,0.361,3.486,29.808,0.962,2.404,0.962,2.885,NA
1253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,6,94,407,3,21,4,3,37,701,1,120,169,75,5,1901,10,28,9,358,5,0.05,0.252,0.151,2.368,10.254,0.076,0.529,0.101,0.076,0.932,17.662,0.025,3.023,4.258,1.89,0.126,47.896,0.252,0.705,0.227,9.02,0.126
1254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,9,21,522,1,144,4,10,79,1412,1,109,7,12,20,2476,41,2,10,1139,5,0.083,0.099,0.149,0.348,8.65,0.017,2.386,0.066,0.166,1.309,23.397,0.017,1.806,0.116,0.199,0.331,41.027,0.679,0.033,0.166,18.873,0.083
1255,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,NA,1,2,51,106,1,12,3,1,19,380,NA,13,NA,3,9,669,6,14,3,138,1,NA,0.07,0.14,3.561,7.402,0.07,0.838,0.209,0.07,1.327,26.536,NA,0.908,NA,0.209,0.628,46.718,0.419,0.978,0.209,9.637,0.07
